utterance_id,canonical_word,GT_decoded_word,GT_label,start_time,end_time,canonical_phone_seq,GT_wav2vec_phone_seq_clean,MT_decoded_costed_neglog
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,थी,थी,c,30.12,30.57,th II,th II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,वह,वह,c,30.69,31.29,w aa hh,w aa hh,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,टीकू,टीकू,c,31.32,31.89,T II k UU,T II q k UU,1.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,चिड़िया,चिड़िया,c,31.89,32.46,c ii D ii y AA,c ii D ii y AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,और,<eps>,d,,,OO r,,1.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,उसके,उसके,c,32.82,33.3,uu s aa k ee,uu s aa k ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,परिवार,परिवार,c,33.3,34.05,p aa r ii w AA r,p aa r ii w AA r,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,के,के,c,34.41,34.68,k ee,k ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,लिए,लिए,c,34.68,35.19,l ii ee,l ii ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,रोज,रोज,c,35.67,36.15,r oo j,r oo j,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,रोटी,रोटी,c,36.15,36.66,r oo T II,r oo T II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,का,का,c,36.66,36.87,k AA,k AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,टुकड़ा,टुकड़ा,c,36.87,37.32,T uu k aa D AA,T uu k aa D AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,डालती,डालती,c,37.32,37.92,D AA l aa t II,D AA l aa t II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/au_3-a-4_kv_kv-no3-bhopal_04122023-000000-1_HI-KV-002_1.wav,थी,थी,c,37.92,38.34,th II,th II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,मीमी,मीमी,c,0.96,1.56,m II m II,m II m II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,एक,एक,c,1.56,1.77,ee k,ee k,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,छोटी,छोटी,c,1.77,2.37,ch oo T II,ch oo T II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,सी,सी,c,2.4,2.82,s II,ii s II,1.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,लड़की,लड़की,c,3.03,3.78,l aa D aa k II,l aa D aa k II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,थी,थी,c,3.78,4.2,th II,th II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,जो,जो,c,4.59,5.13,j oo,j oo,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,एक,एक,c,5.13,5.43,ee k,ee,1.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,भीड़,भीड़,c,6.27,6.69,bh II D,bh II D,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,भाड़,भाड़,c,6.69,7.08,bh AA D,bh AA D,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,वाले,वाले,c,7.08,7.5,w AA l ee,w AA l ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,शहर,शहर,c,7.5,7.98,sh aa hh aa r,sh aa hh aa r,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,में,में,c,7.98,8.19,m ee q,m ee q,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,रहती,रहती,c,8.19,8.73,r aa hh aa t II,r aa hh aa t II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,थी,थी,c,8.73,9.09,th II,th II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,उसे,उसे,c,9.54,10.26,uu s ee,uu s ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,कहानियां,कहानियां,c,10.41,11.01,<UNK>,k aa hh AA n ii y AA q,8.80057146119358
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,बहुत,बहुत,c,11.01,11.4,b aa hh uu t,b aa hh oo uu t,1.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,पसंद,पसंद,c,11.4,11.88,p aa s aa q d,p aa s aa q d,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,थी,थी,c,11.88,12.21,th II,th II q,1.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,पर,पर,c,12.69,13.29,p aa r,p aa r,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,उसे,उसे,c,13.5,13.98,uu s ee,uu s ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,कहानियां,कहानियां,c,13.98,14.64,<UNK>,k aa hh AA n ii y AA q,8.80057146119358
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,सुनाने,सुनाने,c,14.64,15.27,s uu n AA n ee,s uu n AA n ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,के,के,c,15.27,15.51,k ee,k ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,लिए,लिए,c,15.51,15.93,l ii ee,l ii ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,किसी,किसी,c,16.17,16.59,k ii s II,k ii s II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,के,के,c,16.59,16.86,k ee,k ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,पास,पास,c,16.89,17.28,p AA s,p AA s,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,समय,समय,c,17.28,17.67,s aa m aa y,s aa m aa y,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,नही,नही,c,17.67,18.0,n aa hh II,n aa hh II q,1.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,था,था,c,18.0,18.36,th AA,th AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,मीमी,मीमी,c,18.69,19.2,m II m II,m II m II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,ने,ने,c,19.2,19.62,n ee,n ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,जिससे,जिस्से,s,20.13,20.85,j ii s aa s ee,j ii s aa s ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,भी,भी,c,20.88,21.36,bh II,bh II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,कहानियां,कहानियां,c,21.57,22.26,<UNK>,k aa hh AA n ii y AA q,8.80057146119358
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,सुनाने,सुनाने,c,22.26,22.98,s uu n AA n ee,s uu n AA n ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,की,की,c,22.98,23.37,k II,k II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,बात,बात,c,23.61,24.03,b AA t,b AA t,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,कही,कही,c,24.03,24.54,k aa hh II,k aa hh II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,उनके,उसके,s,24.93,25.59,uu n aa k ee,uu s aa k ee,2.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,पास,पास,c,25.59,26.16,p AA s,p AA s,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,कहानियां,कहानियां,c,26.34,27.06,<UNK>,k aa hh AA n ii y AA q,8.80057146119358
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,सुनाने,सुनाने,c,27.06,27.84,s uu n AA n ee,s uu n AA n ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,की,की,c,27.84,28.23,k II,k II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,फ़ुर्सत,फ़ुर्सत,c,28.44,28.98,ph uu r s aa t,ph uu r s aa t,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,नही,नही,c,28.98,29.4,n aa hh II,n aa hh II q,1.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,थी,थी,c,29.4,29.76,th II,th II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,किसी,किसी,c,30.18,30.72,k ii s II,k ii s II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,के,के,c,30.72,31.11,k ee,k ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,पास,पास,c,31.5,31.95,p AA s,p AA s,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,मीमी,मीमी,c,31.95,32.55,m II m II,m II m II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,के,के,c,32.55,32.91,k ee,k ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,लिए,लिए,c,32.91,33.27,l ii ee,l ii ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,समय,समय,c,33.27,33.69,s aa m aa y,s aa m aa y,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,नही,नही,c,33.69,34.05,n aa hh II,n aa hh II q,1.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,था,था,c,34.08,34.44,th AA,th AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,कहानियों,कहानि,s,34.65,35.34,k aa hh AA n ii y oo q,k aa hh AA n II,5.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,के,के,c,35.37,35.7,k ee,k ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,लिए,लिए,c,35.7,36.21,l ii ee,l ii ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,तो,तो,c,36.45,36.63,t oo,t oo,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,बिल्कुल,बिल्कुल,c,36.63,37.08,b ii l k uu l,b ii l k uu l,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/as_3-a-3_kv_kv-shajapur_04122023-000000-1_HI-SW-PB-301_1.wav,नही,नही,c,37.08,37.56,n aa hh II,n aa hh II q,1.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,एक,एक,c,0.99,1.29,ee k,ee k,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,राजा,राजा,c,1.29,1.74,r AA j AA,r AA j AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,था,था,c,1.74,2.07,th AA,th AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,उसका,उसका,c,2.07,2.52,uu s aa k AA,uu s aa k AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,एक,एक,c,2.52,2.79,ee k,ee k,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,बडा,बडा,c,2.79,3.12,b aa D AA,b aa D AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,सा,सा,c,3.12,3.36,s AA,s AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,राज्य,राज्य,c,3.36,3.87,r AA j y,r AA j y,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,था,था,c,3.87,4.2,th AA,th AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,एक,एक,c,4.5,4.77,ee k,ee k,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,दिन,दिन,c,4.77,5.04,d ii n,d ii n,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,उसे,उसे,c,5.04,5.37,uu s ee,uu s ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,देश,देस,s,5.37,5.7,d ee sh,d ee sh,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,घूमने,घूमने,c,6.06,6.54,gh UU m aa n ee,gh UU m aa n ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,का,का,c,6.54,6.78,k AA,k AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,विचार,विचार,c,6.78,7.26,w ii c AA r,w ii c AA r,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,आया,आया,c,7.29,7.74,AA y AA,AA y AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,और,और,c,7.74,8.1,OO r,OO r,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,उसने,उसने,c,8.1,8.55,uu s aa n ee,uu s aa n ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,देश,देस,s,8.55,8.88,d ee sh,d ee sh,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,भ्रमन,भ्रमन,c,9.18,9.93,<UNK>,bh r aa m aa N,7.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,की,की,c,10.26,10.53,k II,k II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,योजना,योजना,c,10.53,11.04,y oo j aa n AA,y oo j aa n AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,बनाई,बनाई,c,11.04,11.52,b aa n AA II,b aa n AA II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,और,और,c,11.52,11.82,OO r,OO r,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,घूमने,घूमने,c,11.82,12.27,gh UU m aa n ee,gh UU m aa n ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,निकल,निकल,c,12.27,12.66,n ii k aa l,n ii k aa l,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,पडा,पडा,c,12.66,13.05,<UNK>,p aa D AA,4.73765644044291
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,जब,जब,c,13.05,13.35,j aa b,j aa b,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,वह,वह,c,13.35,13.71,w aa hh,w aa hh,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,यात्रा,यात्रा,c,13.71,14.28,y AA t r AA,y AA t r AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,से,से,c,14.28,14.61,s ee,s ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,लौट,लौट,c,14.85,15.21,l OO T,l OO T,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,कर,कर,c,15.21,15.45,k aa r,k aa r,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,अपने,अपने,c,15.45,15.84,aa p aa n ee,aa p aa n ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,महल,महल,c,15.84,16.2,m aa hh aa l,m aa hh aa l,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,आया,आया,c,16.23,16.68,AA y AA,AA y AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,उसने,उसने,c,16.68,17.19,uu s aa n ee,uu s aa n ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,अपने,अपने,c,17.46,17.91,aa p aa n ee,aa p aa n ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,मंत्रियों,मंत्रियों,c,17.91,18.78,m aa q t r ii y oo q,m aa q t r ii y oo q,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,से,से,c,18.78,19.08,s ee,s ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,पैरों,पैरों,c,19.08,19.68,p ee r oo q,p ee r oo q,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,में,में,c,19.68,20.04,m ee q,m ee q,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,दर्द,दर्द,c,20.25,20.64,d aa r d,d aa r d,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,होने,होने,c,20.64,21.12,hh oo n ee,hh oo n ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,की,की,c,21.12,21.39,k II,k II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,शिकायत,सिकायत,s,21.39,22.02,sh ii k AA y aa t,sh ii k AA y aa t,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,की,की,c,22.08,22.32,k II,k II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,राजा,राजा,c,22.32,22.74,r AA j AA,r AA j AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,का,का,c,22.74,23.07,k AA,k AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,कहना,कहना,c,23.31,23.76,k aa hh aa n AA,k aa hh aa n AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,था,था,c,23.76,24.06,th AA,th AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,कि,कि,c,24.06,24.3,k ii,k ii,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,मार्ग,मार्ग,c,24.3,24.81,m AA r g,m AA r g,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ap_3-a-8_kv_kv-khatima_04122023-000000-1_HI-KV-001_1.wav,में,में,c,24.81,25.17,m ee q,m ee q,0.0
